1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1.6;1.5;1.5;1.5;1.4;1.5;1.3;1.5;1.2;1.5;1.1;1.5;1.3;1.5;1.1;1.5;1.2;1.5;1.3;1.5;1.4;1.5;1;1
1;1.5;1.6;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1.4;1.6;1.8;1.7;1.5;1.5;1;1
1;1.5;1.7;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.7;1.5;1;1
1;1.5;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.7;1.5;1;1
1;1.5;1.7;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.75;1.5;1;1
1;1.5;1.75;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.5;1.5;1;1
1;1.5;1.5;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1.5;1;1
1;1.5;1.7;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.7;1.5;1;1
1;1.5;1.7;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.75;1.5;1;1
1;1.5;1.75;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1.5;1;1
1;1.5;1.5;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1.8;1.5;1;1
1;1.5;1.8;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1.6;1.75;1.8;1.7;1.4;1.5;1;1
1;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1;1
1;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;0.5;0.3;0.8;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;0.6;1;1;1;1;1;1;1;1;1;1;1;1
